STOP_FRISK_ID,Stop Frisk Time,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OFFICER_NOT_EXPLAINED_STOP_DESCRIPTION,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,OFFICER_IN_UNIFORM_FLAG,FRISKED_FLAG,SEARCHED_FLAG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_ADMISSION_FLAG,SEARCH_BASIS_CONSENT_FLAG,SEARCH_BASIS_HARD_OBJECT_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SEARCH_BASIS_OTHER_FLAG,SEARCH_BASIS_OUTLINE_FLAG,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,STOP_LOCATION_PRECINCT,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_BORO_NAME
5719,14:03:00,2018,July,Sunday,Based on Radio Run,POF,70,SGT,70,1,RECKLESS ENDANGERMENT,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,UPSET,28,MALE,BLACK,6,170,THN,BRO,BLK,70,1834 CATON AVENUE,BROOKLYN
5720,19:47:00,2018,July,Sunday,Based on Radio Run,POM,71,SGT,71,1,ASSAULT,10,1,0,1,ASSAULT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,AGGRAVATED.,0,MALE,BLACK,5.2,140,MED,BRO,BLK,71,1179 PRESIDENT STREET,BROOKLYN
5721,23:25:00,2018,July,Sunday,Based on Radio Run,POM,73,SGT,73,0,ASSAULT,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,N/A,0,FEMALE,BLACK,null,null,HEA,0,BLK,73,RIVERDALE AVENUE && ROCKAWAY AVENUE,BROOKLYN
5722,23:30:00,2018,July,Sunday,Based on Radio Run,POM,84,SGT,84,5,BURGLARY,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,NERVOUS,0,MALE,BLACK HISPANIC,5.8,170,MED,0,0,84,NEVINS STREET && FLATBUSH AVENUE,BROOKLYN
5723,3:48:00,2018,July,Sunday,Based on C/W on Scene,POM,94,SGT,94,1,BURGLARY,15,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,CALM,45,MALE,WHITE HISPANIC,5.5,150,MED,BRO,BLK,94,155 ECKFORD STREET,BROOKLYN
5724,17:19:00,2018,July,Sunday,Based on Radio Run,POM,100,SGT,105,1,ASSAULT,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,UNDERSTANDING,18,MALE,BLACK HISPANIC,5.6,150,THN,ZZZ,BLK,100,ROCKAWAY BEACH BOULEVARD && CORAL REEF WAY,QUEENS
5725,17:19:00,2018,July,Sunday,Based on Radio Run,POF,100,SGT,105,1,ASSAULT,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,UNDERSTANDING,25,MALE,BLACK HISPANIC,5.6,150,THN,BRO,BLK,100,ROCKAWAY BEACH BOULEVARD && CORAL REEF WAY,QUEENS
5726,23:30:00,2018,July,Sunday,Based on Self Initiated,POM,101,SGT,101,2,CPW,24,1,0,1,CPW,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,COMPLIANT-NERVOUS,16,MALE,BLACK,5.9,170,MED,BRO,BLK,101,BEACH 46 STREET && BEACH CHANNEL DRIVE,QUEENS
5727,23:30:00,2018,July,Sunday,Based on Self Initiated,POM,101,SGT,101,2,CPW,24,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"COMPLIANT, NERVOUS",21,0,BLACK,5.8,200,HEA,BRO,BLK,101,BEACH 46 STREET && BEACH CHANNEL DRIVE,QUEENS
5728,23:30:00,2018,July,Sunday,Based on Self Initiated,POM,101,SGT,101,2,CPW,24,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"COMPLIANT, SCARED",21,FEMALE,BLACK,5.8,200,HEA,BRO,BLK,101,BEACH 46 STREET && BEACH CHANNEL DRIVE,QUEENS
5729,23:30:00,2018,July,Sunday,Based on Self Initiated,POM,101,SGT,101,2,CPW,24,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NERVOUS,15,MALE,BLACK,5.8,150,MED,BRO,BLK,101,BEACH 46 STREET && BEACH CHANNEL DRIVE,QUEENS
5730,23:30:00,2018,July,Sunday,Based on Self Initiated,POM,101,SGT,101,2,CPW,24,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"COMPLIANT, NERVOUS",20,FEMALE,BLACK,5.9,200,HEA,BRO,BLK,101,BEACH 46 STREET && BEACH CHANNEL DRIVE,QUEENS
5731,23:30:00,2018,July,Sunday,Based on Self Initiated,POM,101,SGT,101,2,CPW,24,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"COMPLIANT, NERVOUS",15,MALE,BLACK,5.6,130,THN,BRO,BLK,101,BEACH 46 STREET && BEACH CHANNEL DRIVE,QUEENS
5732,23:30:00,2018,July,Sunday,Based on Self Initiated,POM,101,SGT,101,2,CPW,24,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"COMPLIANT, SCARED",15,MALE,BLACK,5.6,130,THN,BRO,BLK,101,BEACH 46 STREET && BEACH CHANNEL DRIVE,QUEENS
5733,10:10:00,2018,July,Sunday,Based on Radio Run,POF,106,SGT,106,1,BURGLARY,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,UNCOOPERATIVE AND ANGRY,40,MALE,BLACK,5.5,160,THN,ZZZ,BLK,106,135 STREET && 131 AVENUE,QUEENS
5734,9:21:00,2018,July,Sunday,Based on Radio Run,POM,123,SGT,123,2,CPSP,25,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,SURPRISED,56,MALE,WHITE,5.9,150,THN,BRO,GRY,123,87 ALLEN PLACE,STATEN ISLAND
5735,0:14:00,2018,July,Monday,Based on Radio Run,POM,13,SGT,13,1,BURGLARY,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,43,MALE,WHITE HISPANIC,5.8,165,MED,BRO,BRO,13,6 WEST 24 STREET,MANHATTAN
5736,2:51:00,2018,July,Monday,Based on Radio Run,POM,18,SGT,18,1,BURGLARY,32,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,CALM,50,MALE,WHITE HISPANIC,6.1,160,MED,BRO,BRO,18,526 WEST 47 STREET,MANHATTAN
5737,3:18:00,2018,July,Monday,Based on Radio Run,POM,20,SGT,20,1,BURGLARY,9,1,0,1,BURGLARY,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,NERVOUS AND TALKATIVE,61,MALE,BLACK,5.5,140,THN,BRO,BLD,20,BROADWAY && WEST 67 STREET,MANHATTAN
5738,18:54:00,2018,July,Monday,Based on Radio Run,POF,28,SGT,28,1,ASSAULT,15,1,0,1,CPW,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,N/A,42,MALE,BLACK,5.7,180,THN,BRO,BLK,28,WEST 120 STREET && MOUNT MORRIS PARK WEST,MANHATTAN
5739,1:10:00,2018,July,Monday,Based on Radio Run,POM,33,SGT,33,3,ASSAULT,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,N/A,0,MALE,WHITE,null,null,MED,0,BLN,33,271 FORT WASHINGTON AVENUE,MANHATTAN
5740,1:10:00,2018,July,Monday,Based on Radio Run,POM,33,SGT,33,3,ASSAULT,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,N/A,0,MALE,BLACK,null,null,THN,0,BLK,33,271 FORT WASHINGTON AVENUE,MANHATTAN
5741,3:03:00,2018,July,Monday,Based on Radio Run,POF,40,LT,40,2,GRAND LARCENY,34,1,0,1,BURGLARY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NERVOUS,47,MALE,BLACK HISPANIC,5.6,140,THN,BRO,GRY,40,BRUCKNER BOULEVARD && SOUTHERN BOULEVARD,BRONX
5742,1:26:00,2018,July,Monday,Based on Radio Run,POM,42,SGT,42,1,CPW,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CALM,22,MALE,WHITE HISPANIC,null,null,THN,0,0,42,1013 FREEMAN STREET,BRONX
5743,18:00:00,2018,July,Monday,Based on Self Initiated,POM,808,SGT,318,1,CPW,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,ARGUMENTATIVE,26,MALE,BLACK,5.1,160,MED,BRO,BLK,43,670 CASTLE HILL AVENUE,BRONX
5744,5:46:00,2018,July,Monday,Based on Radio Run,POM,46,SGT,40,0,ASSAULT,1,1,0,1,ASSAULT,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,N/A,37,MALE,WHITE HISPANIC,5.4,160,HEA,BRO,BLK,46,2104 VALENTINE AVENUE,BRONX
5745,11:50:00,2018,July,Monday,Based on Radio Run,POM,66,SGT,66,1,ROBBERY,7,1,0,1,ROBBERY,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,AGITATED,33,MALE,WHITE,5.8,240,HEA,BRO,BRO,66,45 STREET && 9 AVENUE,BROOKLYN
5746,20:15:00,2018,July,Monday,Based on Self Initiated,POM,801,SGT,801,2,CRIMINAL TRESPASS,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,UPSET,44,MALE,BLACK,5.8,180,MED,GRN,BLK,76,100 CENTRE MALL,BROOKLYN
5747,18:05:00,2018,July,Monday,Based on Radio Run,POM,101,SGT,101,1,CPW,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,UNDERSTANDING,15,MALE,WHITE HISPANIC,5.7,180,MED,BRO,BRO,101,14-50 GATEWAY BOULEVARD,QUEENS
5748,3:00:00,2018,July,Monday,Based on C/W on Scene,POM,110,SGT,110,1,ROBBERY,6,1,0,1,ROBBERY,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,NERVOUS,27,FEMALE,WHITE HISPANIC,5.5,null,THN,HAZ,RED,110,ROOSEVELT AVENUE && 78 STREET,QUEENS
5749,23:10:00,2018,July,Monday,Based on Radio Run,POM,110,SGT,110,2,ROBBERY,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CONFUSED,38,MALE,ASIAN / PACIFIC ISLANDER,5.11,165,THN,BLK,BLK,110,92-08 LAMONT AVENUE,QUEENS
5750,16:55:00,2018,July,Monday,Based on Self Initiated,POM,110,SGT,110,2,ASSAULT,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CALM,20,MALE,WHITE HISPANIC,5.1,180,MED,BLK,BRO,110,CORONA AVENUE && HORACE HARDING EXPRESSWAY,QUEENS
5751,11:46:00,2018,July,Monday,Based on Self Initiated,POM,111,SGT,111,2,GRAND LARCENY,17,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NERVOUS,26,MALE,ASIAN / PACIFIC ISLANDER,5.11,180,U,BLK,BLK,111,64 AVENUE && BELL BOULEVARD,QUEENS
5752,11:18:00,2018,July,Monday,Based on C/W on Scene,POM,115,SGT,115,1,CRIMINAL MISCHIEF,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,AGITATED,48,MALE,WHITE HISPANIC,6.1,230,HEA,BRO,BLD,115,37 AVENUE && 101 STREET,QUEENS
5753,18:05:00,2018,July,Monday,Based on Radio Run,POM,120,SGT,120,1,ASSAULT,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CALM COOPERATIVE,41,MALE,WHITE HISPANIC,5.1,200,MED,BRO,BLK,120,38 GREENLEAF AVENUE,STATEN ISLAND
5754,17:20:00,2018,July,Monday,Based on Radio Run,POM,121,SGT,121,0,CRIMINAL POSSESSION OF MARIHUANA,5,1,0,1,CPW,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,N/A,19,MALE,WHITE HISPANIC,6,175,MED,BRO,BLK,121,216 JEWETT AVENUE,STATEN ISLAND
5755,21:24:00,2018,July,Tuesday,Based on Self Initiated,POM,804,LT,804,1,CRIMINAL TRESPASS,5,1,0,1,CRIMINAL TRESPASS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,IRRATE,20,MALE,BLACK,5.9,150,THN,BRO,BLK,5,10 CATHERINE SLIP,MANHATTAN
5756,10:20:00,2018,July,Tuesday,Based on Radio Run,POF,17,SGT,17,1,CRIMINAL MISCHIEF,20,0,DEF'T WAS AGITATED,1,CRIMINAL MISCHIEF,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,AGITATED,0,MALE,BLACK HISPANIC,null,null,HEA,BRO,BLK,14,89 EAST 42 STREET,MANHATTAN
5757,22:55:00,2018,July,Tuesday,Based on Self Initiated,POM,40,LT,183,1,CPW,2,1,0,1,CPW,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,UPSET,20,MALE,BLACK,5.11,180,THN,BRO,BLK,46,WALTON AVENUE && EAST 179 STREET,BRONX
5758,18:30:00,2018,July,Tuesday,Based on Radio Run,POM,48,SGT,48,0,MENACING,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,N/A,57,MALE,BLACK,5.5,160,THN,BRO,BLK,48,897 CROTONA PARK NORTH,BRONX
5759,11:23:00,2018,July,Tuesday,Based on Radio Run,POM,69,SGT,69,2,PETIT LARCENY,21,1,0,1,PETIT LARCENY,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,CALM,40,FEMALE,BLACK,5.4,115,THN,BRO,BLK,69,10307 FLATLANDS AVENUE,BROOKLYN
5760,3:31:00,2018,July,Tuesday,Based on Radio Run,POM,73,SGT,73,1,CPW,10,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,N/A,27,MALE,BLACK,6,220,MED,BLK,BLK,73,CHESTER STREET && DUMONT AVENUE,BROOKLYN
5761,4:48:00,2018,July,Tuesday,Based on Radio Run,POM,75,SGT,75,1,BURGLARY,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,CALM AND COMPLIANT,21,MALE,BLACK HISPANIC,5.1,130,THN,BRO,BLK,75,1388 PENNSYLVANIA AVENUE,BROOKLYN
5762,23:00:00,2018,July,Tuesday,Based on C/W on Scene,POM,75,SGT,75,1,MENACING,20,1,0,1,MENACING,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,N/A,0,MALE,WHITE HISPANIC,6,260,HEA,BRO,BRO,75,111 MONTAUK AVENUE,BROOKLYN
5763,3:00:00,2018,July,Tuesday,Based on C/W on Scene,POM,100,SGT,100,1,ASSAULT,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,CALM,17,MALE,WHITE,5.6,190,MED,BRO,BRO,100,CRONSTON AVENUE && BEACH 131 STREET,QUEENS
5764,3:00:00,2018,July,Tuesday,Based on C/W on Scene,POM,100,SGT,100,1,ASSAULT,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,CALM,17,MALE,BLACK,5.7,160,THN,BRO,BLK,100,CRONSTON AVENUE && BEACH 131 STREET,QUEENS
5765,20:54:00,2018,July,Tuesday,Based on Radio Run,POM,113,SGT,113,2,CPW,24,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,GOOD,26,MALE,BLACK,5.11,180,MED,BRO,BLK,113,119-09 145 STREET,QUEENS
5766,23:10:00,2018,July,Wednesday,Based on C/W on Scene,POM,9,SGT,9,1,OTHER,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,37,MALE,BLACK,5.11,200,MED,BLK,BLK,9,620 EAST 13 STREET,MANHATTAN
5767,16:40:00,2018,July,Wednesday,Based on Self Initiated,POM,9,LT,9,1,CPW,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPSET,25,MALE,BLACK,5.9,220,MED,BRO,BLK,9,189 AVENUE C,MANHATTAN
5768,13:00:00,2018,July,Wednesday,Based on Radio Run,POM,805,SGT,805,1,CRIMINAL MISCHIEF,5,1,0,1,CRIMINAL MISCHIEF,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,UPSET,26,0,BLACK,5.9,166,U,BRO,BLK,23,1829 LEXINGTON AVENUE,MANHATTAN
5769,22:25:00,2018,July,Wednesday,Based on Self Initiated,POM,23,SGT,23,2,CPW,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,"EXCITED, YELLING, SCREAMING, NON-COMPLIANT",17,MALE,BLACK HISPANIC,5.1,150,THN,BRO,BLK,23,119 EAST 100 STREET,MANHATTAN
5770,19:30:00,2018,July,Wednesday,Based on Radio Run,SGT,23,LT,23,1,MENACING,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,CONFUSED,21,MALE,WHITE HISPANIC,5.3,140,THN,BLK,BRO,23,FDR DRIVE && EAST 102 STREET,MANHATTAN
5771,19:30:00,2018,July,Wednesday,Based on Radio Run,POM,23,SGT,23,1,CPW,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ARGUMENTATIVELY DOMINEERING,18,MALE,BLACK,5.1,160,THN,BRO,BLK,23,FDR DRIVE && EAST 102 STREET,MANHATTAN
5772,12:26:00,2018,July,Wednesday,Based on Self Initiated,SGT,23,LT,23,1,CPW,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,AGITATED AND ANNOYED,28,MALE,BLACK,5.8,140,MED,BRO,BLK,23,327 EAST 101 STREET,MANHATTAN
5773,20:31:00,2018,July,Wednesday,Based on Self Initiated,POM,33,SGT,33,3,CPW,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"NERVOUS, UPSET",21,MALE,BLACK,5.8,140,THN,BRO,BLD,33,AMSTERDAM AVENUE && WEST 159 STREET,MANHATTAN
5774,22:27:00,2018,July,Wednesday,Based on C/W on Scene,POM,34,SGT,34,1,CPW,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CONFUSED,27,MALE,WHITE HISPANIC,5.7,150,THN,ZZZ,BLK,34,610 WEST 180 STREET,MANHATTAN
5775,18:35:00,2018,July,Wednesday,Based on Radio Run,POM,44,SGT,44,1,CPW,10,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,AGITATED,25,MALE,WHITE HISPANIC,5.9,200,HEA,BRO,BLK,44,1079 GERARD AVENUE,BRONX
5776,10:21:00,2018,July,Wednesday,Based on Radio Run,POM,864,SGT,864,1,FORCIBLE TOUCHING,8,1,0,1,FORCIBLE TOUCHING,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,COOPERATIVE,43,MALE,WHITE HISPANIC,6,250,HEA,BRO,BLD,46,GRAND CONCOURSE && EAST 188 STREET,BRONX
5777,18:45:00,2018,July,Wednesday,Based on Self Initiated,POM,48,SGT,48,1,CPW,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CALM,22,MALE,BLACK,5.1,175,MED,BRO,BLK,48,800 EAST 180 STREET,BRONX
5778,16:43:00,2018,July,Wednesday,Based on Radio Run,POM,67,SGT,67,1643,OTHER,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CALM AND JUST WANTED TO BE ON HIS WAY,0,MALE,BLACK,6,185,MED,BRO,BLK,67,236 EAST 28 STREET,BROOKLYN
5779,7:30:00,2018,July,Wednesday,Based on C/W on Scene,POF,869,SGT,869,0,CPW,20,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,N/A,16,FEMALE,WHITE,5.5,130,MED,ZZZ,BRO,71,469 FLATBUSH AVENUE,BROOKLYN
5780,7:30:00,2018,July,Wednesday,Based on C/W on Scene,POF,869,SGT,869,0,CPW,20,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,N/A,18,FEMALE,WHITE,5.4,135,MED,ZZZ,BRO,71,469 FLATBUSH AVENUE,BROOKLYN
5781,7:30:00,2018,July,Wednesday,Based on C/W on Scene,POF,869,SGT,869,0,CPW,20,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,N/A,0,MALE,WHITE,5.8,150,MED,ZZZ,BRO,71,469 FLATBUSH AVENUE,BROOKLYN
5782,7:30:00,2018,July,Wednesday,Based on C/W on Scene,POF,869,SGT,869,0,CPW,20,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,N/A,17,MALE,BLACK,6,170,XXX,ZZZ,BLK,71,469 FLATBUSH AVENUE,BROOKLYN
5783,18:06:00,2018,July,Wednesday,Based on Self Initiated,POM,72,SGT,72,2,OTHER,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CALM,45,MALE,WHITE HISPANIC,5.7,150,MED,BRO,BLK,72,367 49 STREET,BROOKLYN
5784,3:25:00,2018,July,Wednesday,Based on Self Initiated,POM,75,SGT,75,1,CPW,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,"INITIALLY CALM, THEN COMBATIVE / DEFENSIVE",30,MALE,BLACK,5.7,235,HEA,BLK,BLK,75,381 VERMONT STREET,BROOKLYN
5785,14:30:00,2018,July,Wednesday,Based on Radio Run,POM,76,SGT,76,5,ASSAULT,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ANNOYED,32,MALE,BLACK,5.8,160,THN,BRO,BLK,76,HICKS STREET && BUSH STREET,BROOKLYN
5786,14:30:00,2018,July,Wednesday,Based on C/W on Scene,POM,76,SGT,76,5,ASSAULT,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ANNOYED,18,MALE,BLACK,5.7,135,THN,BRO,BLK,76,HICKS STREET && BUSH STREET,BROOKLYN
